01	50	00:04:23,967	00:04:26,637	助けたんじゃない！
01	51	00:04:26,637	00:04:30,490	世界にサイアークがあふれたのは
01	51	00:04:26,637	00:04:30,490	あなたのせいよ！
01	52	00:04:30,490	00:04:34,790	わたしは　あなたをゆるさない！
01	52	00:04:30,490	00:04:34,790	ぜったいによ！
01	53	00:04:38,999	00:04:42,219	うう…　うう…
01	54	00:04:42,219	00:04:45,519	また負けたー！
01	55	00:04:49,743	00:04:54,564	キュアブラックだよ
01	55	00:04:49,743	00:04:54,564	プリキュア１０周年　ありがとう！
01	56	00:04:54,564	00:04:57,718	これからも　よろしくね！
01	56	00:04:54,564	00:04:57,718	エイ！
01	57	00:04:57,718	00:05:00,718	♪♪～主題歌
01	57	00:04:57,718	00:05:00,718	『ハピネスチャージプリキュア！ＷＯＷ！』
01	58	00:08:13,713	00:08:17,818	（愛乃めぐみ）♪♪「強いぞ　プリキュア
01	58	00:08:13,713	00:08:17,818	無敵だ　わっしょい！」
01	59	00:08:17,818	00:08:22,389	♪♪「サイアークなんかにゃ
01	59	00:08:17,818	00:08:22,389	負けないぞ！」
01	60	00:08:22,389	00:08:24,724	イェーイ！
01	61	00:08:24,724	00:08:29,145	めぐみちゃんの心の歌
01	61	00:08:24,724	00:08:29,145	最近はプリキュアが多いね
01	62	00:08:29,145	00:08:31,531	だって　かっこいいんだもん！
01	63	00:08:31,531	00:08:35,836	ゆうゆうも　そう思うでしょう
01	63	00:08:31,531	00:08:35,836	うん！　思う！
01	64	00:08:35,836	00:08:38,221	おっはー！
01	64	00:08:35,836	00:08:38,221	（３人）おはよう！
01	65	00:08:38,221	00:08:40,991	おはよう！
01	66	00:08:40,991	00:08:44,611	この街もサイアークに
01	66	00:08:40,991	00:08:44,611	侵略されているけど…
01	67	00:08:44,611	00:08:46,530	でも　だいじょうぶ！
01	68	00:08:46,530	00:08:49,549	プリキュアが　きっと
01	68	00:08:46,530	00:08:49,549	ババーンとあらわれて
01	69	00:08:49,549	00:08:53,854	ドカーンと解決してくれるよ！
01	69	00:08:49,549	00:08:53,854	そうだね
01	70	00:08:53,854	00:08:57,454	だって　プリキュアは
01	70	00:08:53,854	00:08:57,454	無敵なんだから！
01	71	00:09:05,465	00:09:07,117	やだ！　やだー！
01	72	00:09:07,117	00:09:09,653	どうせ　わたしは
01	72	00:09:07,117	00:09:09,653	役立たずですよー！
01	73	00:09:09,653	00:09:11,905	一度もサイアークを
01	73	00:09:09,653	00:09:11,905	たおしたことのない
01	74	00:09:11,905	00:09:14,591	ダメ　プリキュアですよー！
01	75	00:09:14,591	00:09:17,294	もう　がんばりたくても
01	76	00:09:17,294	00:09:20,230	どう　がんばればいいか
01	76	00:09:17,294	00:09:20,230	分かんない！
01	77	00:09:20,230	00:09:21,915	うぅ…
01	78	00:09:21,915	00:09:25,035	（ブルー）ひめ　自分をせめないで…
01	78	00:09:21,915	00:09:25,035	うん？
01	79	00:09:25,035	00:09:27,535	君は　よくがんばっているよ
01	80	00:09:31,691	00:09:35,262	ブルーさま！
01	80	00:09:31,691	00:09:35,262	あまやかしてはいけませんですわ
01	81	00:09:35,262	00:09:39,516	ひめの場合　能力ではなく
01	81	00:09:35,262	00:09:39,516	気持ちの問題ですことよ
01	82	00:09:39,516	00:09:41,735	いくらプリキュアでも
01	82	00:09:39,516	00:09:41,735	おそれていては
01	83	00:09:41,735	00:09:44,087	何もできませんですわ！
01	84	00:09:44,087	00:09:47,824	だって　こわいんだもん…
01	85	00:09:47,824	00:09:50,744	（ブルー）ひめ…
01	85	00:09:47,824	00:09:50,744	えっ…
01	86	00:09:50,744	00:09:53,613	これを君にあげよう
01	87	00:09:53,613	00:09:57,267	いっしょに戦ってくれる
01	87	00:09:53,613	00:09:57,267	仲間をさがすといい…
01	88	00:09:57,267	00:09:59,486	さすがはブルーさまですわ！
01	89	00:09:59,486	00:10:01,388	やだ！
01	90	00:10:01,388	00:10:05,692	知らない人に声をかけるなんて
01	90	00:10:01,388	00:10:05,692	こわい…
01	91	00:10:05,692	00:10:09,946	この愛の結晶は
01	91	00:10:05,692	00:10:09,946	きみをみちびいてくれるよ
01	92	00:10:09,946	00:10:13,650	きみの大切な友達のもとへ…
01	93	00:10:13,650	00:10:19,050	友達…
01	93	00:10:13,650	00:10:19,050	これで友達ができるの？
01	94	00:10:21,408	00:10:24,377	わたし　友達ほしかったのよね～
01	95	00:10:24,377	00:10:27,731	友達といっしょにいると
01	95	00:10:24,377	00:10:27,731	とっても楽しいのよね！
01	96	00:10:27,731	00:10:29,416	ああ…
01	97	00:10:29,416	00:10:33,570	こまった時に助けてくれたり
01	97	00:10:29,416	00:10:33,570	何でも言うこと聞いてくれたり
01	98	00:10:33,570	00:10:37,524	友達って　とーっても
01	98	00:10:33,570	00:10:37,524	便利なのよね～
01	99	00:10:37,524	00:10:40,760	友達がいれば
01	99	00:10:37,524	00:10:40,760	全部　解決じゃない！
01	100	00:10:40,760	00:10:44,764	じゃあ　友達つかまえに
01	100	00:10:40,760	00:10:44,764	いってきまーす！
01	101	00:10:44,764	00:10:46,850	トォッ！
01	102	00:10:46,850	00:10:48,650	あっ　ひめ！
01	103	00:10:51,488	00:10:53,356	ただいま！
01	104	00:10:53,356	00:10:56,776	（かおり）おかえりなさい
01	104	00:10:53,356	00:10:56,776	今日のごはん　な～に？
01	105	00:10:56,776	00:11:00,330	ウフフ…　また
01	105	00:10:56,776	00:11:00,330	クリームシチューにしちゃおうかな～
01	106	00:11:00,330	00:11:04,017	やったー！
01	106	00:11:00,330	00:11:04,017	買い物なら　わたしが行くよ
01	107	00:11:04,017	00:11:07,771	でも帰ってきたばっかりで
01	107	00:11:04,017	00:11:07,771	たいへんじゃ…
01	108	00:11:07,771	00:11:11,057	ちょうど散歩に行こうかなぁ
01	108	00:11:07,771	00:11:11,057	って思ってたし…
01	109	00:11:11,057	00:11:14,794	お母さんは　おうちで
01	109	00:11:11,057	00:11:14,794	ゆっくりしてて　ねっ！
01	110	00:11:14,794	00:11:19,532	分かったわ　おねがいね
01	110	00:11:14,794	00:11:19,532	ドカンとまかせて！
01	111	00:11:19,532	00:11:21,401	ケホッ…
01	112	00:11:21,401	00:11:24,220	エヘヘヘ…
01	112	00:11:21,401	00:11:24,220	ウフフフ…
01	113	00:11:24,220	00:11:26,220	トォーーー！
01	114	00:11:27,490	00:11:31,695	プリンセス　お友達をさがしに
01	114	00:11:27,490	00:11:31,695	行くんじゃありませんですの？
01	115	00:11:31,695	00:11:34,147	こんなに　たくさんの
01	115	00:11:31,695	00:11:34,147	人がいる中から
01	116	00:11:34,147	00:11:36,466	さがすの　たいへんでしょう
01	117	00:11:36,466	00:11:41,566	だから　これが当たった子が
01	117	00:11:36,466	00:11:41,566	友達よ！
01	118	00:11:43,807	00:11:47,260	エーーッ！
01	118	00:11:43,807	00:11:47,260	ニシシ…
01	119	00:11:47,260	00:11:49,662	さぁ　どんな子かな～
01	120	00:11:49,662	00:11:53,733	♪♪「今日のごはんは
01	120	00:11:49,662	00:11:53,733	クリームシチュー」
01	121	00:11:53,733	00:11:58,738	♪♪「お母さん　大好き
01	121	00:11:53,733	00:11:58,738	クリームシチュー…」　うっ!?
01	122	00:11:58,738	00:12:01,038	うっ…　何だ？
01	123	00:12:06,346	00:12:10,900	おー！　きれい！
01	124	00:12:10,900	00:12:14,070	♪♪「おまわりさんに落とし物」
01	125	00:12:14,070	00:12:17,870	あの子に愛の結晶
01	125	00:12:14,070	00:12:17,870	当たりましたですわ
01	126	00:12:19,692	00:12:22,692	あの子が…
01	126	00:12:19,692	00:12:22,692	わたしの　はじめての友達！
01	127	00:14:02,612	00:14:06,833	おー！　大っきいニンジン！
01	127	00:14:02,612	00:14:06,833	おいくら万円？
01	128	00:14:06,833	00:14:11,054	大安売りで２００万円！
01	128	00:14:06,833	00:14:11,054	はい　２００万円！
01	129	00:14:11,054	00:14:13,423	ジャガイモはおまけだ
01	129	00:14:11,054	00:14:13,423	持っていきな
01	130	00:14:13,423	00:14:16,860	おー！　ありがとう！
01	131	00:14:16,860	00:14:21,614	ゆうゆう！　ゆうゆう！
01	131	00:14:16,860	00:14:21,614	はい　大森ごはんにようこそ！
01	132	00:14:21,614	00:14:26,236	アメちょうだい！　アメ
01	132	00:14:21,614	00:14:26,236	スペシャルサービスで
01	132	00:14:21,614	00:14:26,236	はい！
01	133	00:14:26,236	00:14:28,838	あ～ん！
01	134	00:14:28,838	00:14:30,740	あま～！
01	135	00:14:30,740	00:14:34,777	ダレとでも気さくに
01	135	00:14:30,740	00:14:34,777	お話できる子みたいですわ
01	136	00:14:34,777	00:14:38,882	いいなぁ…
01	136	00:14:34,777	00:14:38,882	≪あー！≫
01	137	00:14:38,882	00:14:41,782	真央ちゃん！
01	137	00:14:38,882	00:14:41,782	あっ　めぐみちゃん！
01	138	00:14:43,486	00:14:46,623	ドーンとまかせて！
01	139	00:14:46,623	00:14:50,623	めぐみちゃん　気をつけてね
01	139	00:14:46,623	00:14:50,623	平気　平気
01	140	00:14:51,644	00:14:55,882	おい　何やってんだ！
01	140	00:14:51,644	00:14:55,882	あぶないだろ！
01	140	00:14:51,644	00:14:55,882	お兄ちゃん！
01	141	00:14:55,882	00:14:57,600	早く　もどってこいよ
01	142	00:14:57,600	00:15:00,253	だいじょうぶ　もうちょっとで
01	142	00:14:57,600	00:15:00,253	拾えるから…
01	143	00:15:00,253	00:15:02,672	あっ…　あっ…
01	144	00:15:02,672	00:15:04,507	うあ～！
01	145	00:15:04,507	00:15:06,092	おっ？
01	146	00:15:06,092	00:15:10,096	ありがとう　誠司
01	146	00:15:06,092	00:15:10,096	どういたしまして…
01	147	00:15:10,096	00:15:14,584	マジかよ！
01	147	00:15:10,096	00:15:14,584	あの子　男子としゃべってるよ
01	148	00:15:14,584	00:15:16,986	ごめんね　わたしのせいで…
01	149	00:15:16,986	00:15:19,956	それより　こいつの帽子を
01	149	00:15:16,986	00:15:19,956	ありがとな
01	150	00:15:19,956	00:15:23,459	（誠司）おまえ　あぶないから
01	150	00:15:19,956	00:15:23,459	川に近づくなって言ってるだろ
01	151	00:15:23,459	00:15:26,596	だって～
01	151	00:15:23,459	00:15:26,596	その帽子…
01	152	00:15:26,596	00:15:30,767	形とかリボンとか
01	152	00:15:26,596	00:15:30,767	すごく　かわいいね
01	153	00:15:30,767	00:15:34,053	お母さんが　お誕生日に
01	153	00:15:30,767	00:15:34,053	買ってくれたの！
01	154	00:15:34,053	00:15:36,039	さすが　お母さん！
01	155	00:15:36,039	00:15:39,993	真央ちゃんのかわいさ
01	155	00:15:36,039	00:15:39,993	２００％アップだよ！
01	156	00:15:39,993	00:15:44,864	ヘヘ…　めぐみちゃん　ありがとう
01	157	00:15:44,864	00:15:47,150	お兄ちゃん　行っていい？
01	158	00:15:47,150	00:15:50,069	おう　気をつけろよ
01	158	00:15:47,150	00:15:50,069	分かったー！
01	159	00:15:50,069	00:15:55,942	あの子のまわりは
01	159	00:15:50,069	00:15:55,942	幸せのオーラでいっぱいですわ
01	160	00:15:55,942	00:16:00,847	おまえ　人助けもいいけど
01	160	00:15:55,942	00:16:00,847	自分のことを少しは考えろよな
01	161	00:16:00,847	00:16:02,899	ドジなんだから
01	162	00:16:02,899	00:16:07,036	でも真央ちゃんは　よろこんでたし
01	162	00:16:02,899	00:16:07,036	誠司も　ゆうゆうも助けてくれて
01	163	00:16:07,036	00:16:11,841	わたしも　うれしいし　みんな幸せ
01	163	00:16:07,036	00:16:11,841	幸せハピネス！
01	164	00:16:11,841	00:16:16,963	これって愛だね
01	164	00:16:11,841	00:16:16,963	幸せ増量　大盛りね
01	165	00:16:16,963	00:16:21,063	（ゆうこ・めぐみ）アハハハハ…
01	166	00:16:23,653	00:16:26,572	ひめ　早く　声をかけるですわ
01	167	00:16:26,572	00:16:30,310	あとをつけているだけでは
01	167	00:16:26,572	00:16:30,310	友達になれないですわよ
01	168	00:16:30,310	00:16:31,995	分かってるわよ
01	169	00:16:31,995	00:16:36,616	今　心の準備をしているところなの
01	169	00:16:31,995	00:16:36,616	準備などいりませんわ
01	170	00:16:36,616	00:16:39,652	アタックあるのみですわ！
01	171	00:16:39,652	00:16:42,155	うっ…！
01	171	00:16:39,652	00:16:42,155	うん？
01	172	00:16:42,155	00:16:45,291	うっ…　あっ！　あの…
01	173	00:16:45,291	00:16:47,510	そそそ…
01	174	00:16:47,510	00:16:50,910	そそ…　その～…
01	175	00:16:52,448	00:16:56,185	かわいい！
01	175	00:16:52,448	00:16:56,185	えっ？
01	176	00:16:56,185	00:17:00,139	お人形さんが着るみたいな服が
01	176	00:16:56,185	00:17:00,139	こんなに　にあう人
01	177	00:17:00,139	00:17:02,241	はじめて見たよ！
01	178	00:17:02,241	00:17:04,841	あなた　すごくかわいいね
01	179	00:17:06,479	00:17:09,415	そんなこと…　あるけど！
01	180	00:17:09,415	00:17:12,618	わたし　オシャレには
01	180	00:17:09,415	00:17:12,618	ちょっと　うるさいの
01	181	00:17:12,618	00:17:16,522	今日のコーディネートの
01	181	00:17:12,618	00:17:16,522	ポイントは　このリボンよ！
01	182	00:17:16,522	00:17:21,144	おー　かわいい！
01	182	00:17:16,522	00:17:21,144	あなたはオシャレしないの？
01	183	00:17:21,144	00:17:25,398	いや～　ついつい動きやすさを
01	183	00:17:21,144	00:17:25,398	優先しちゃって…
01	184	00:17:25,398	00:17:28,401	それにオシャレしても
01	184	00:17:25,398	00:17:28,401	にあわないと思うし…
01	185	00:17:28,401	00:17:31,371	やってみなくちゃ
01	185	00:17:28,401	00:17:31,371	分からないじゃない！
01	185	00:17:28,401	00:17:31,371	えっ？
01	186	00:17:31,371	00:17:34,607	あなた　かわいい服が
01	186	00:17:31,371	00:17:34,607	にあわないと決めつけてるけど
01	187	00:17:34,607	00:17:37,293	そんなの着てみなきゃ
01	187	00:17:34,607	00:17:37,293	分かんないじゃない
01	188	00:17:37,293	00:17:42,315	着れば　にあうかもしれないし
01	188	00:17:37,293	00:17:42,315	にあう服に出会ってないだけかも
01	189	00:17:42,315	00:17:45,585	オシャレは出会いと　ひらめきと
01	189	00:17:42,315	00:17:45,585	チャレンジよ！
01	190	00:17:45,585	00:17:47,854	わたしにも　できるかな？
01	191	00:17:47,854	00:17:51,474	やるのよ　やって自分をみがくの！
01	192	00:17:51,474	00:17:56,028	女の子はダレでも
01	192	00:17:51,474	00:17:56,028	キラキラ光る宝石なんだから！
01	193	00:17:56,028	00:17:59,182	おー！　師匠！
01	193	00:17:56,028	00:17:59,182	えっ？
01	194	00:17:59,182	00:18:04,337	わたし　感動した！
01	194	00:17:59,182	00:18:04,337	そうだよね　さがしてみれば
01	195	00:18:04,337	00:18:08,257	わたしに　にあう　かわいい服が
01	195	00:18:04,337	00:18:08,257	あるかもしれないよね
01	196	00:18:08,257	00:18:11,260	おねがいします　わたしに
01	196	00:18:08,257	00:18:11,260	オシャレのしかた
01	197	00:18:11,260	00:18:14,647	教えてください　師匠！
01	198	00:18:14,647	00:18:19,552	べつにいいけど…
01	198	00:18:14,647	00:18:19,552	やったー！　ありがとう！
01	199	00:18:19,552	00:18:23,523	わたし　めぐみ！　愛乃めぐみ
01	200	00:18:23,523	00:18:29,023	オレ！　オマエ！
01	200	00:18:23,523	00:18:29,023	会えて　うれしい！
01	201	00:18:30,630	00:18:36,803	わたしは　ヒメルダ・ウインドウ・
01	201	00:18:30,630	00:18:36,803	キュアクイーン・オブ・ザ・ブルースカイよ
01	202	00:18:36,803	00:18:41,607	えっ？　ヒメルダ…　ウインドウ…
01	202	00:18:36,803	00:18:41,607	えっと…
01	203	00:18:41,607	00:18:45,912	長いから「ひめ」でいいよ
01	203	00:18:41,607	00:18:45,912	じゃあ　ひめ！
01	204	00:18:45,912	00:18:49,732	フゥ　なんとかなって
01	204	00:18:45,912	00:18:49,732	よかったですわ
01	205	00:18:49,732	00:18:53,169	ヌォッ？　何じゃ？
01	205	00:18:49,732	00:18:53,169	わたしはリボン
01	206	00:18:53,169	00:18:56,389	ひめのお世話をしている
01	206	00:18:53,169	00:18:56,389	妖精ですわ
01	207	00:18:56,389	00:18:59,308	妖精？　お世話？
01	208	00:18:59,308	00:19:02,929	これでも　ひめは
01	208	00:18:59,308	00:19:02,929	ブルースカイ王国の王女
01	209	00:19:02,929	00:19:04,664	「これでも」はよけいよ
01	210	00:19:04,664	00:19:08,551	（リボン）ヒメルダなんちゃら…
01	210	00:19:04,664	00:19:08,551	略して「ひめ」は
01	211	00:19:08,551	00:19:11,120	正統なる王位継承者
01	212	00:19:11,120	00:19:15,208	すわなち次期女王で
01	212	00:19:11,120	00:19:15,208	あらせられられ…　られますわ！
01	213	00:19:15,208	00:19:18,778	なんと！　本物の王女さま！
01	214	00:19:18,778	00:19:22,148	はじめて見たよ
01	214	00:19:18,778	00:19:22,148	ステキすぎる～
01	215	00:19:22,148	00:19:24,967	そんなこと　あるけど！
01	216	00:19:24,967	00:19:29,689	いろいろ　いたらない　ひめですが
01	216	00:19:24,967	00:19:29,689	どうぞ　よろしくお願いですわ
01	217	00:19:29,689	00:19:33,075	こちらこそ！
01	217	00:19:29,689	00:19:33,075	というわけで
01	218	00:19:33,075	00:19:37,813	めぐみはプリキュアね！
01	218	00:19:33,075	00:19:37,813	へっ？　プリキュア？
01	219	00:19:37,813	00:19:41,584	♪♪「りろらり　ぽえぽえ…」　うん？
01	220	00:19:41,584	00:19:43,636	ステキな帽子ですな
01	221	00:19:43,636	00:19:46,022	買ってもらった帽子が
01	221	00:19:43,636	00:19:46,022	気に入っていて
01	222	00:19:46,022	00:19:50,226	とても　うれしいのだね
01	222	00:19:46,022	00:19:50,226	分かりますぞ
01	223	00:19:50,226	00:19:55,526	鏡に映る未来を最悪にしろー！
01	224	00:19:56,649	00:20:01,049	来い　来い　サイアーク！
01	225	00:20:03,489	00:20:06,092	サイアーク！
01	226	00:20:06,092	00:20:08,794	ハッ!?　この気配は…
01	227	00:20:08,794	00:20:12,565	≪サイアークだ　逃げろ！≫
01	228	00:20:12,565	00:20:15,801	この子の幸せを
01	228	00:20:12,565	00:20:15,801	利用されたんですわ！
01	229	00:20:15,801	00:20:17,653	真央ちゃんが　なんで!?
01	230	00:20:17,653	00:20:21,607	帽子をよろこぶ　その姿が
01	230	00:20:17,653	00:20:21,607	目障りだったのでね
01	231	00:20:21,607	00:20:27,263	その幸せを不幸にかえて
01	231	00:20:21,607	00:20:27,263	サイアークにしてやったのですぞ
01	232	00:20:27,263	00:20:31,934	あいつは幻影帝国幹部の
01	232	00:20:27,263	00:20:31,934	ナマケルダですわ！
01	233	00:20:31,934	00:20:37,056	いい！　この暗くてジメジメした感じが
01	233	00:20:31,934	00:20:37,056	たまらんですぞ！
01	234	00:20:37,056	00:20:41,594	サイアーク！
01	234	00:20:37,056	00:20:41,594	どんどんカビを広げたまえ！
01	235	00:20:41,594	00:20:46,082	サイアーク！
01	235	00:20:41,594	00:20:46,082	今度こそ　負けないんだから
01	236	00:20:46,082	00:20:48,100	♪♪～
01	237	00:20:48,100	00:20:50,453	≪かわルンルン！≫
01	238	00:20:50,453	00:20:57,443	♪♪～
01	239	00:20:57,443	00:21:02,648	プリキュア
01	239	00:20:57,443	00:21:02,648	くるりんミラーチェンジ！
01	240	00:21:02,648	00:21:22,602	♪♪～
01	241	00:21:22,602	00:21:33,646	♪♪～
01	242	00:21:33,646	00:21:44,323	♪♪～
01	243	00:21:44,323	00:21:50,513	天空に舞う　蒼き風！
01	244	00:21:50,513	00:21:53,113	キュアプリンセス！
01	245	00:21:54,967	00:21:59,138	うぉー！
01	245	00:21:54,967	00:21:59,138	本物のプリキュアだー！
01	246	00:21:59,138	00:22:04,343	トォー！　ニャーー！
01	246	00:21:59,138	00:22:04,343	フン！
01	247	00:22:04,343	00:22:09,015	プリンセス　ボール！
01	248	00:22:09,015	00:22:11,467	トリャッ！
01	248	00:22:09,015	00:22:11,467	サイ！
01	249	00:22:11,467	00:22:14,170	アアッ！
01	250	00:22:14,170	00:22:17,156	キュアプリンセス
01	250	00:22:14,170	00:22:17,156	また負けに来たのですか？
01	251	00:22:17,156	00:22:19,392	ウゥ…
01	252	00:22:19,392	00:22:24,096	トドメをさすのですぞ
01	252	00:22:19,392	00:22:24,096	サイアーク！
01	253	00:22:24,096	00:22:28,768	ウゥ…
01	254	00:22:28,768	00:22:31,420	ダメー！
01	254	00:22:28,768	00:22:31,420	めぐみ！
01	255	00:22:31,420	00:22:35,858	ほう…　サイアークの前に
01	255	00:22:31,420	00:22:35,858	立ちふさがる勇気・度胸
01	256	00:22:35,858	00:22:38,694	見上げたものですな
01	257	00:22:38,694	00:22:41,964	（ナマケルダ）
01	257	00:22:38,694	00:22:41,964	でも　きみ　ふるえていますぞ
01	257	00:22:38,694	00:22:41,964	アッ…
01	258	00:22:41,964	00:22:46,369	こんなの
01	258	00:22:41,964	00:22:46,369	こわいに決まっているでしょう！
01	259	00:22:46,369	00:22:49,472	なら　なぜ　にげないのかね？
01	260	00:22:49,472	00:22:54,710	こわいけど…
01	260	00:22:49,472	00:22:54,710	どうしたらいいか分からないけど
01	261	00:22:54,710	00:22:59,010	でも　わたし…　友達を助けたい！
01	262	00:23:00,916	00:23:04,520	見て見ぬふりをして
01	262	00:23:00,916	00:23:04,520	自分の身を守る
01	263	00:23:04,520	00:23:07,373	それが　かしこい生き方ですぞ
01	264	00:23:07,373	00:23:11,527	自分だけ　よければいいなんて
01	264	00:23:07,373	00:23:11,527	わたしはイヤだ
01	265	00:23:11,527	00:23:15,164	みんなで幸せになる！
01	265	00:23:11,527	00:23:15,164	それが幸せ！
01	266	00:23:15,164	00:23:18,064	ハピネスなんだからー！
01	267	00:23:19,852	00:23:22,452	これは!?
01	268	00:23:23,355	00:23:25,341	愛が…
01	269	00:23:25,341	00:23:29,541	地球を救う愛が生まれた…
01	270	00:23:30,679	00:23:33,666	サイ!?
01	270	00:23:30,679	00:23:33,666	なんて　不愉快な光だ！
01	271	00:23:33,666	00:23:38,220	愛の結晶が　めぐみの気持ちに
01	271	00:23:33,666	00:23:38,220	反応してるですわ！
01	272	00:23:38,220	00:23:40,820	アア…
01	272	00:23:38,220	00:23:40,820	ウワッ！
01	273	00:23:43,876	00:23:47,663	これは…
01	273	00:23:43,876	00:23:47,663	もしかして　プリキュアの!?
01	274	00:23:47,663	00:23:51,200	プリチェンミラーに
01	274	00:23:47,663	00:23:51,200	プリカードを入れて　かけ声を…
01	275	00:23:51,200	00:23:54,036	知ってる！　さっき見てたから
01	276	00:23:54,036	00:23:58,641	では　愛乃めぐみ　いきます！
01	277	00:23:58,641	00:24:00,292	♪♪～
01	278	00:24:00,292	00:24:02,361	≪かわルンルン！≫
01	279	00:24:02,361	00:24:09,585	♪♪～
01	280	00:24:09,585	00:24:14,373	プリキュア
01	280	00:24:09,585	00:24:14,373	くるりんミラーチェンジ！
